"","label","text","rule_name","comment_number","proposition_number"
318,"e","In addition, United Airlines has not offered to waive the change fee, nor provide seats on alternate dates or airline partners.","apr",876,8
319,"u","If I'm required to pay exorbitant fees to the airlines to change my original itinerary, due to personal circumstances, then the airlines should also be required to compensate inconvenienced passengers in full AND provide satisfactory alternate travel arrangements comparable to the original flight schedule.","apr",876,9
320,"u","Perhaps this would force the airlines to recognize the hardships they create for passengers when schedules are revised after passengers have already received confirmed flights and make related travel arrangements.","apr",876,10
321,"u","Well, a peanut allergy should be known in children flying,","apr",629,0
322,"u","but sadly, too often it is too late then.","apr",629,1
323,"u","I do not back banning peanuts, but even in doubt, a child would get peanuts, when they can produce proof of no such allergy, if in doubt, give something else.","apr",629,2
324,"u","A law that prevents harm, does not have to be a blanket law.","apr",629,3
325,"u","There are intelligent ways to do this.","apr",629,4
326,"u","There is a way, to tell someone whether or not a patient is allergic to peanuts.","apr",629,5
327,"u","It could be part of a passport.","apr",629,6
328,"e","Unable to make corrections of duplicate name and misspelled name to online reservations on AA website.","apr",588,0
329,"e","AA was supposed to send a confirmation to my e-mail address and did not.","apr",588,1
330,"e","After the flight, I now have to jump through hoops to get a copy of the reservation for my use.","apr",588,2
331,"e","I needed to call Spirit Airline directly to get a refund for a paid reservation during their strike instead of having them automatically contact me about refunding my purchase price.","apr",588,3
332,"e","I am the father of a 5-year old with a severe peanut allergy as well as a physician and a medical epidemiologist.","apr",710,0
333,"u","While I have been fortunate enough to not experience an anaphylactic reaction in my son,","apr",710,1
334,"e","I have seen patients with anaphylactic reactions.","apr",710,2
335,"u","They are terrifying for everyone involved, even in situations where you are surrounded by trained staff, abundant medications and crash carts.","apr",710,3
336,"u","The way I see this issue is that it is balancing the risks and benefits of peanuts on planes.","apr",710,4
337,"u","The risks are pretty obvious and encompass death and less severe reactions that, at a minimum, are likely to result in an emergency landing.","apr",710,5
338,"u","The benefits of serving peanuts on planes are limited to the fact that most people like peanuts and they are fairly inexpensive.","apr",710,6
339,"e","I have seen on this discussion board arguments that people have the right to eat peanuts, that people with allergies should wear masks or other personal protective equipment , that people with allergies should not fly, etc...","apr",710,7
340,"u","These arguments seem somewhat petty, impractical, and outdated, respectively.","apr",710,8
341,"u","Petty because it is not a major sacrifice to go without a bag of peanuts.","apr",710,9
342,"u","Impractical because trying to keep an N95  mask on a young child for up to 6 hours just cannot happen.","apr",710,10
343,"u","Outdated because in modern US society with families spread across the nation travel is often the norm.","apr",710,11
344,"u","For people who say 'Just don't travel on planes', I assert that they are missing the point.","apr",710,12
345,"u","It is not as if dealing with a severe allergy is not already lifestyle altering.","apr",710,13
346,"u","I will never be able to take my son to a major league baseball park;","apr",710,14
347,"u","we will never be able to go down the street for ice cream on a hot summer day;","apr",710,15
348,"u","we cannot go to a Chinese restaurant.","apr",710,16
349,"u","This is all OK","apr",710,17
350,"u","because these are luxuries.","apr",710,18
351,"u","Furthermore, if we somehow do find ourselves in a hazardous situation, we can just get up and leave.","apr",710,19
352,"u","On an airplane, that is not an option.","apr",710,20
353,"u","There is no getting up and leaving .","apr",710,21
354,"u","So, the way I see it is that the risks associated with serving peanuts in a closed environment where the ability to provide medical care is limited clearly outweigh the benefits of serving peanuts both on a societal and cultural level","apr",710,22
355,"u","because the very real risk faced by children and adults with severe peanut allergies far exceeds the benefit of airlines serving peanuts.","apr",710,23
356,"u","This is a clear choice.","apr",710,24
357,"u","There is nothing that I am aware of that has not been recently publicized.","apr",714,0
358,"n","* Peanut allergies are likely common;","apr",714,1
359,"n","* and Serum IgE testing likely overestimates the number of people with clinically significant peanut allergies.","apr",714,2
360,"u","Still, this high rate of elevate IgE could presage trends to come.","apr",714,3
361,"u","The major problem is that some cases of peanut allergy are obvious","apr",714,4
362,"u","while others are of uncertain significance.","apr",714,5
363,"n","But, it appears that the prevalence of children with clinically significant peanut allergy is increasing","apr",714,6
364,"u","which means in a few years that the prevalence will also increase in adults.","apr",714,7
365,"n","Why the prevalence is increasing remains a mystery.","apr",714,8
366,"u","Essentially, the key with this, as with everything in life, is to minimize risk while maximizing feasibility.","apr",721,0
367,"u","An absolute ban on peanut products is not currently possible,","apr",721,1
368,"u","but it is possible to increase the protection of passengers with life threatening allergies with minimal inconvenience to other passengers.","apr",721,2
369,"u","Please everyone on this site, be reasonable, accommodating and, if possible, kind to others.","apr",721,3
370,"u","There is a question of practicality here.","apr",730,0
371,"n","Peanut allergies  at the current time are becoming increasingly common in children.","apr",730,1
